campaign_id,lead_id,email_template,scheduled_time,sent_time,delivery_status,opened,replied,reply_time,follow_up_required
CAM00130,L00130,IT Consulting,01-02-2026 06:00,01-02-2026 06:06,Delivered,1,0,,0
CAM00131,L00131,Database Modernization,01-02-2026 11:00,01-02-2026 11:06,Delivered,0,0,,0
CAM00132,L00132,Oracle Services,01-02-2026 16:00,01-02-2026 16:05,Delivered,1,0,,0
CAM00133,L00133,Oracle Services,01-02-2026 21:00,01-02-2026 21:10,Delivered,0,0,,0
CAM00134,L00134,Oracle Services,02-02-2026 02:00,02-02-2026 02:13,Delivered,0,0,,0
CAM00135,L00135,Database Modernization,02-02-2026 07:00,02-02-2026 07:13,Delivered,0,0,,0
CAM00136,L00136,Database Modernization,02-02-2026 12:00,02-02-2026 12:06,Delivered,1,0,,0
CAM00137,L00137,IT Consulting,02-02-2026 17:00,02-02-2026 17:12,Delivered,0,0,,0
CAM00138,L00138,Oracle Services,02-02-2026 22:00,02-02-2026 22:10,Delivered,0,0,,0
CAM00139,L00139,Database Modernization,03-02-2026 03:00,03-02-2026 03:02,Delivered,1,0,,0
CAM00140,L00140,IT Consulting,03-02-2026 08:00,03-02-2026 08:11,Delivered,1,0,,0
CAM00141,L00141,Oracle Services,03-02-2026 13:00,03-02-2026 13:05,Delivered,1,0,,0
CAM00142,L00142,Database Modernization,03-02-2026 18:00,03-02-2026 18:09,Bounced,0,0,,0
CAM00143,L00143,Oracle Services,03-02-2026 23:00,03-02-2026 23:10,Delivered,1,0,,0
CAM00144,L00144,Data Engineering,04-02-2026 04:00,04-02-2026 04:14,Delivered,1,1,04-02-2026 23:14,1
CAM00145,L00145,IT Consulting,04-02-2026 09:00,04-02-2026 09:14,Delivered,0,0,,0
CAM00146,L00146,Oracle Services,04-02-2026 14:00,04-02-2026 14:12,Delivered,0,0,,0
CAM00147,L00147,Database Modernization,04-02-2026 19:00,04-02-2026 19:07,Delivered,1,0,,0
CAM00148,L00148,Database Modernization,05-02-2026 00:00,05-02-2026 00:06,Delivered,1,1,05-02-2026 06:06,1
CAM00149,L00149,IT Consulting,05-02-2026 05:00,05-02-2026 05:06,Delivered,1,1,05-02-2026 08:06,1
CAM00150,L00150,IT Consulting,05-02-2026 10:00,05-02-2026 10:14,Delivered,0,0,,0
CAM00151,L00151,Oracle Services,05-02-2026 15:00,05-02-2026 15:03,Delivered,1,0,,0
CAM00152,L00152,Database Modernization,05-02-2026 20:00,05-02-2026 20:07,Delivered,0,0,,0
CAM00153,L00153,IT Consulting,06-02-2026 01:00,06-02-2026 01:10,Delivered,1,0,,0
CAM00154,L00154,Oracle Services,06-02-2026 06:00,06-02-2026 06:00,Bounced,0,0,,0
CAM00155,L00155,IT Consulting,06-02-2026 11:00,06-02-2026 11:09,Delivered,1,0,,0
CAM00156,L00156,Oracle Services,06-02-2026 16:00,06-02-2026 16:03,Delivered,1,1,11-02-2026 14:03,0
CAM00157,L00157,Data Engineering,06-02-2026 21:00,06-02-2026 21:04,Delivered,0,0,,0
CAM00158,L00158,IT Consulting,07-02-2026 02:00,07-02-2026 02:09,Delivered,0,0,,0
CAM00159,L00159,Data Engineering,07-02-2026 07:00,07-02-2026 07:00,Delivered,1,0,,0
CAM00160,L00160,IT Consulting,07-02-2026 12:00,07-02-2026 12:02,Delivered,0,0,,0
CAM00161,L00161,Data Engineering,07-02-2026 17:00,07-02-2026 17:06,Delivered,1,0,,0
CAM00162,L00162,Oracle Services,07-02-2026 22:00,07-02-2026 22:08,Delivered,0,0,,0
CAM00163,L00163,Data Engineering,08-02-2026 03:00,08-02-2026 03:01,Delivered,1,0,,0
CAM00164,L00164,Data Engineering,08-02-2026 08:00,08-02-2026 08:05,Delivered,0,0,,0
CAM00165,L00165,Database Modernization,08-02-2026 13:00,08-02-2026 13:04,Delivered,1,0,,0
CAM00166,L00166,Oracle Services,08-02-2026 18:00,08-02-2026 18:08,Delivered,0,0,,0
CAM00167,L00167,Data Engineering,08-02-2026 23:00,08-02-2026 23:04,Delivered,0,0,,0
CAM00168,L00168,Data Engineering,09-02-2026 04:00,09-02-2026 04:00,Delivered,0,0,,0
CAM00169,L00169,IT Consulting,09-02-2026 09:00,09-02-2026 09:07,Delivered,0,0,,0
CAM00170,L00170,Oracle Services,09-02-2026 14:00,09-02-2026 14:12,Delivered,1,0,,0
CAM00171,L00171,Data Engineering,09-02-2026 19:00,09-02-2026 19:08,Delivered,0,0,,0
CAM00172,L00172,IT Consulting,10-02-2026 00:00,10-02-2026 00:05,Delivered,1,0,,0
CAM00173,L00173,IT Consulting,10-02-2026 05:00,10-02-2026 05:07,Delivered,0,0,,0
CAM00174,L00174,IT Consulting,10-02-2026 10:00,10-02-2026 10:02,Delivered,1,0,,0
CAM00175,L00175,Oracle Services,10-02-2026 15:00,10-02-2026 15:03,Delivered,1,0,,0
CAM00176,L00176,Oracle Services,10-02-2026 20:00,10-02-2026 20:06,Failed,0,0,,0
CAM00177,L00177,Data Engineering,11-02-2026 01:00,11-02-2026 01:08,Delivered,1,0,,0
CAM00178,L00178,Database Modernization,11-02-2026 06:00,11-02-2026 06:07,Delivered,0,0,,0
CAM00179,L00179,Oracle Services,11-02-2026 11:00,11-02-2026 11:14,Delivered,1,0,,0
CAM00180,L00180,Oracle Services,11-02-2026 16:00,11-02-2026 16:09,Delivered,0,0,,0
CAM00181,L00181,Oracle Services,11-02-2026 21:00,11-02-2026 21:00,Delivered,0,0,,0
CAM00182,L00182,Database Modernization,12-02-2026 02:00,12-02-2026 02:07,Delivered,0,0,,0
CAM00183,L00183,Data Engineering,12-02-2026 07:00,12-02-2026 07:08,Delivered,1,0,,0
CAM00184,L00184,Oracle Services,12-02-2026 12:00,12-02-2026 12:00,Failed,0,0,,0
CAM00185,L00185,Oracle Services,12-02-2026 17:00,12-02-2026 17:05,Delivered,1,1,15-02-2026 18:05,1
CAM00186,L00186,Database Modernization,12-02-2026 22:00,12-02-2026 22:13,Failed,0,0,,0
CAM00187,L00187,IT Consulting,13-02-2026 03:00,13-02-2026 03:05,Delivered,0,0,,0
CAM00188,L00188,IT Consulting,13-02-2026 08:00,13-02-2026 08:06,Delivered,1,0,,0
CAM00189,L00189,Database Modernization,13-02-2026 13:00,13-02-2026 13:03,Delivered,1,0,,0
CAM00190,L00190,Oracle Services,13-02-2026 18:00,13-02-2026 18:01,Delivered,1,0,,0
CAM00191,L00191,Oracle Services,13-02-2026 23:00,13-02-2026 23:04,Delivered,0,0,,0
CAM00192,L00192,IT Consulting,14-02-2026 04:00,14-02-2026 04:11,Delivered,1,1,16-02-2026 03:11,0
CAM00193,L00193,Database Modernization,14-02-2026 09:00,14-02-2026 09:14,Delivered,1,0,,0
CAM00194,L00194,Oracle Services,14-02-2026 14:00,14-02-2026 14:09,Delivered,1,0,,0
CAM00195,L00195,IT Consulting,14-02-2026 19:00,14-02-2026 19:12,Delivered,1,0,,0
CAM00196,L00196,Data Engineering,15-02-2026 00:00,15-02-2026 00:09,Delivered,0,0,,0
CAM00197,L00197,Database Modernization,15-02-2026 05:00,15-02-2026 05:09,Delivered,1,1,15-02-2026 22:09,0
CAM00198,L00198,Database Modernization,15-02-2026 10:00,15-02-2026 10:06,Delivered,0,0,,0
CAM00199,L00199,Oracle Services,15-02-2026 15:00,15-02-2026 15:00,Delivered,0,0,,0
CAM00200,L00200,IT Consulting,15-02-2026 20:00,15-02-2026 20:06,Delivered,0,0,,0
CAM00201,L00201,IT Consulting,16-02-2026 01:00,16-02-2026 01:12,Delivered,0,0,,0
CAM00202,L00202,Oracle Services,16-02-2026 06:00,16-02-2026 06:08,Bounced,0,0,,0
CAM00203,L00203,Data Engineering,16-02-2026 11:00,16-02-2026 11:11,Delivered,1,0,,0
CAM00204,L00204,Oracle Services,16-02-2026 16:00,16-02-2026 16:00,Delivered,0,0,,0
CAM00205,L00205,Database Modernization,16-02-2026 21:00,16-02-2026 21:03,Delivered,0,0,,0
CAM00206,L00206,Data Engineering,17-02-2026 02:00,17-02-2026 02:04,Delivered,0,0,,0
CAM00207,L00207,Oracle Services,17-02-2026 07:00,17-02-2026 07:05,Delivered,0,0,,0
CAM00208,L00208,Data Engineering,17-02-2026 12:00,17-02-2026 12:14,Delivered,1,0,,0
CAM00209,L00209,Oracle Services,17-02-2026 17:00,17-02-2026 17:06,Delivered,1,0,,0
CAM00210,L00210,Data Engineering,17-02-2026 22:00,17-02-2026 22:09,Delivered,1,0,,0
CAM00211,L00211,Database Modernization,18-02-2026 03:00,18-02-2026 03:09,Bounced,0,0,,0
CAM00212,L00212,Oracle Services,18-02-2026 08:00,18-02-2026 08:06,Delivered,1,0,,0
CAM00213,L00213,IT Consulting,18-02-2026 13:00,18-02-2026 13:14,Delivered,1,0,,0
CAM00214,L00214,Database Modernization,18-02-2026 18:00,18-02-2026 18:03,Delivered,0,0,,0
CAM00215,L00215,IT Consulting,18-02-2026 23:00,18-02-2026 23:00,Delivered,0,0,,0
CAM00216,L00216,IT Consulting,19-02-2026 04:00,19-02-2026 04:11,Delivered,0,0,,0
CAM00217,L00217,Oracle Services,19-02-2026 09:00,19-02-2026 09:09,Failed,0,0,,0
CAM00218,L00218,Data Engineering,19-02-2026 14:00,19-02-2026 14:03,Failed,0,0,,0
CAM00219,L00219,Database Modernization,19-02-2026 19:00,19-02-2026 19:13,Delivered,1,0,,0
CAM00220,L00220,Data Engineering,20-02-2026 00:00,20-02-2026 00:02,Delivered,0,0,,0
CAM00221,L00221,Data Engineering,20-02-2026 05:00,20-02-2026 05:03,Bounced,0,0,,0
CAM00222,L00222,Database Modernization,20-02-2026 10:00,20-02-2026 10:02,Delivered,0,0,,0
CAM00223,L00223,Data Engineering,20-02-2026 15:00,20-02-2026 15:02,Delivered,0,0,,0
CAM00224,L00224,Database Modernization,20-02-2026 20:00,20-02-2026 20:10,Delivered,0,0,,0
CAM00225,L00225,IT Consulting,21-02-2026 01:00,21-02-2026 01:10,Delivered,0,0,,0
CAM00226,L00226,IT Consulting,21-02-2026 06:00,21-02-2026 06:09,Delivered,0,0,,0
CAM00227,L00227,Oracle Services,21-02-2026 11:00,21-02-2026 11:12,Failed,0,0,,0
CAM00228,L00228,Data Engineering,21-02-2026 16:00,21-02-2026 16:01,Delivered,1,0,,0
CAM00229,L00229,IT Consulting,21-02-2026 21:00,21-02-2026 21:09,Delivered,1,0,,0
CAM00230,L00230,Oracle Services,22-02-2026 02:00,22-02-2026 02:01,Delivered,1,0,,0
CAM00231,L00231,Data Engineering,22-02-2026 07:00,22-02-2026 07:14,Delivered,0,0,,0
CAM00232,L00232,IT Consulting,22-02-2026 12:00,22-02-2026 12:09,Delivered,0,0,,0
CAM00233,L00233,Oracle Services,22-02-2026 17:00,22-02-2026 17:11,Delivered,1,1,23-02-2026 07:11,1
CAM00234,L00234,Data Engineering,22-02-2026 22:00,22-02-2026 22:08,Delivered,1,0,,0
CAM00235,L00235,IT Consulting,23-02-2026 03:00,23-02-2026 03:05,Delivered,0,0,,0
CAM00236,L00236,Database Modernization,23-02-2026 08:00,23-02-2026 08:10,Delivered,1,0,,0
CAM00237,L00237,Oracle Services,23-02-2026 13:00,23-02-2026 13:12,Delivered,0,0,,0
CAM00238,L00238,Database Modernization,23-02-2026 18:00,23-02-2026 18:02,Delivered,1,0,,0
CAM00239,L00239,Database Modernization,23-02-2026 23:00,23-02-2026 23:13,Delivered,1,0,,0
CAM00240,L00240,Data Engineering,24-02-2026 04:00,24-02-2026 04:10,Bounced,0,0,,0
CAM00241,L00241,Database Modernization,24-02-2026 09:00,24-02-2026 09:01,Delivered,1,0,,0
CAM00242,L00242,Database Modernization,24-02-2026 14:00,24-02-2026 14:14,Delivered,1,1,26-02-2026 13:14,1
CAM00243,L00243,IT Consulting,24-02-2026 19:00,24-02-2026 19:02,Delivered,1,0,,0
CAM00244,L00244,Data Engineering,25-02-2026 00:00,25-02-2026 00:09,Delivered,1,0,,0
CAM00245,L00245,IT Consulting,25-02-2026 05:00,25-02-2026 05:01,Delivered,1,0,,0
CAM00246,L00246,Data Engineering,25-02-2026 10:00,25-02-2026 10:02,Delivered,0,0,,0
CAM00247,L00247,IT Consulting,25-02-2026 15:00,25-02-2026 15:09,Delivered,1,0,,0
CAM00248,L00248,Oracle Services,25-02-2026 20:00,25-02-2026 20:10,Delivered,1,0,,0
CAM00249,L00249,IT Consulting,26-02-2026 01:00,26-02-2026 01:10,Delivered,1,0,,0
CAM00250,L00250,IT Consulting,26-02-2026 06:00,26-02-2026 06:05,Delivered,0,0,,0
CAM00251,L00251,Oracle Services,26-02-2026 11:00,26-02-2026 11:12,Delivered,0,0,,0
CAM00252,L00252,Database Modernization,26-02-2026 16:00,26-02-2026 16:00,Delivered,0,0,,0
CAM00253,L00253,Database Modernization,26-02-2026 21:00,26-02-2026 21:12,Delivered,0,0,,0
CAM00254,L00254,Database Modernization,27-02-2026 02:00,27-02-2026 02:04,Delivered,1,0,,0
CAM00255,L00255,IT Consulting,27-02-2026 07:00,27-02-2026 07:09,Delivered,0,0,,0
CAM00256,L00256,Data Engineering,27-02-2026 12:00,27-02-2026 12:13,Delivered,1,1,02-03-2026 20:13,0
CAM00257,L00257,Oracle Services,27-02-2026 17:00,27-02-2026 17:03,Delivered,0,0,,0
CAM00258,L00258,Data Engineering,27-02-2026 22:00,27-02-2026 22:06,Delivered,1,0,,0
CAM00259,L00259,IT Consulting,28-02-2026 03:00,28-02-2026 03:12,Delivered,1,0,,0
CAM00260,L00260,Database Modernization,28-02-2026 08:00,28-02-2026 08:12,Delivered,0,0,,0
CAM00261,L00261,IT Consulting,28-02-2026 13:00,28-02-2026 13:03,Failed,0,0,,0
CAM00262,L00262,Data Engineering,28-02-2026 18:00,28-02-2026 18:07,Delivered,0,0,,0
CAM00263,L00263,IT Consulting,28-02-2026 23:00,28-02-2026 23:04,Delivered,1,0,,0
CAM00264,L00264,IT Consulting,01-03-2026 04:00,01-03-2026 04:07,Delivered,1,0,,0
CAM00265,L00265,Oracle Services,01-03-2026 09:00,01-03-2026 09:05,Delivered,1,1,03-03-2026 19:05,0
CAM00266,L00266,IT Consulting,01-03-2026 14:00,01-03-2026 14:00,Delivered,1,0,,0
CAM00267,L00267,Oracle Services,01-03-2026 19:00,01-03-2026 19:13,Delivered,1,0,,0
CAM00268,L00268,IT Consulting,02-03-2026 00:00,02-03-2026 00:09,Delivered,1,0,,0
CAM00269,L00269,IT Consulting,02-03-2026 05:00,02-03-2026 05:06,Delivered,0,0,,0
