campaign_id,lead_id,email_template,scheduled_time,sent_time,delivery_status,opened,replied,reply_time,follow_up_required
CAM00043,L00043,Data Engineering,2026-01-14 03:00:00,2026-01-14 03:03:00,Delivered,0,0,,0
CAM00044,L00044,Database Modernization,2026-01-14 08:00:00,2026-01-14 08:05:00,Delivered,0,0,,0
CAM00045,L00045,Database Modernization,2026-01-14 13:00:00,2026-01-14 13:11:00,Delivered,1,0,,0
CAM00046,L00046,IT Consulting,2026-01-14 18:00:00,2026-01-14 18:14:00,Delivered,1,0,,0
CAM00047,L00047,Oracle Services,2026-01-14 23:00:00,2026-01-14 23:07:00,Delivered,0,0,,0
CAM00048,L00048,Database Modernization,2026-01-15 04:00:00,2026-01-15 04:06:00,Delivered,1,0,,0
CAM00049,L00049,Database Modernization,2026-01-15 09:00:00,2026-01-15 09:05:00,Failed,0,0,,0
CAM00050,L00050,Oracle Services,2026-01-15 14:00:00,2026-01-15 14:02:00,Delivered,0,0,,0
CAM00051,L00051,IT Consulting,2026-01-15 19:00:00,2026-01-15 19:00:00,Delivered,1,0,,0
CAM00052,L00052,Database Modernization,2026-01-16 00:00:00,2026-01-16 00:12:00,Delivered,1,0,,0
CAM00053,L00053,Data Engineering,2026-01-16 05:00:00,2026-01-16 05:00:00,Delivered,0,0,,0
CAM00054,L00054,Database Modernization,2026-01-16 10:00:00,2026-01-16 10:12:00,Delivered,1,0,,0
CAM00055,L00055,IT Consulting,2026-01-16 15:00:00,2026-01-16 15:03:00,Delivered,0,0,,0
CAM00056,L00056,Data Engineering,2026-01-16 20:00:00,2026-01-16 20:10:00,Delivered,1,0,,0
CAM00057,L00057,Database Modernization,2026-01-17 01:00:00,2026-01-17 01:14:00,Delivered,1,0,,0
CAM00058,L00058,IT Consulting,2026-01-17 06:00:00,2026-01-17 06:11:00,Failed,0,0,,0
CAM00059,L00059,IT Consulting,2026-01-17 11:00:00,2026-01-17 11:10:00,Delivered,0,0,,0
CAM00060,L00060,Data Engineering,2026-01-17 16:00:00,2026-01-17 16:03:00,Delivered,0,0,,0
CAM00061,L00061,Oracle Services,2026-01-17 21:00:00,2026-01-17 21:08:00,Delivered,0,0,,0
CAM00062,L00062,Data Engineering,2026-01-18 02:00:00,2026-01-18 02:09:00,Delivered,0,0,,0
CAM00063,L00063,Data Engineering,2026-01-18 07:00:00,2026-01-18 07:06:00,Delivered,0,0,,0
CAM00064,L00064,Database Modernization,2026-01-18 12:00:00,2026-01-18 12:00:00,Delivered,1,0,,0
CAM00065,L00065,Oracle Services,2026-01-18 17:00:00,2026-01-18 17:13:00,Delivered,0,0,,0
CAM00066,L00066,Data Engineering,2026-01-18 22:00:00,2026-01-18 22:02:00,Delivered,0,0,,0
CAM00067,L00067,IT Consulting,2026-01-19 03:00:00,2026-01-19 03:14:00,Delivered,1,0,,0
CAM00068,L00068,Database Modernization,2026-01-19 08:00:00,2026-01-19 08:13:00,Delivered,0,0,,0
CAM00069,L00069,Database Modernization,2026-01-19 13:00:00,2026-01-19 13:00:00,Delivered,1,0,,0
CAM00070,L00070,Oracle Services,2026-01-19 18:00:00,2026-01-19 18:11:00,Delivered,1,0,,0
CAM00071,L00071,Data Engineering,2026-01-19 23:00:00,2026-01-19 23:09:00,Delivered,0,0,,0
CAM00072,L00072,IT Consulting,2026-01-20 04:00:00,2026-01-20 04:03:00,Delivered,0,0,,0
CAM00073,L00073,IT Consulting,2026-01-20 09:00:00,2026-01-20 09:12:00,Delivered,1,0,,0
CAM00074,L00074,Database Modernization,2026-01-20 14:00:00,2026-01-20 14:01:00,Delivered,0,0,,0
CAM00075,L00075,Oracle Services,2026-01-20 19:00:00,2026-01-20 19:03:00,Delivered,1,0,,0
CAM00076,L00076,Database Modernization,2026-01-21 00:00:00,2026-01-21 00:14:00,Delivered,0,0,,0
CAM00077,L00077,IT Consulting,2026-01-21 05:00:00,2026-01-21 05:11:00,Delivered,0,0,,0
CAM00078,L00078,Oracle Services,2026-01-21 10:00:00,2026-01-21 10:01:00,Delivered,1,0,,0
CAM00079,L00079,Oracle Services,2026-01-21 15:00:00,2026-01-21 15:02:00,Delivered,0,0,,0
CAM00080,L00080,IT Consulting,2026-01-21 20:00:00,2026-01-21 20:03:00,Delivered,0,0,,0
CAM00081,L00081,Data Engineering,2026-01-22 01:00:00,2026-01-22 01:01:00,Delivered,0,0,,0
CAM00082,L00082,Oracle Services,2026-01-22 06:00:00,2026-01-22 06:02:00,Delivered,1,0,,0
CAM00083,L00083,Oracle Services,2026-01-22 11:00:00,2026-01-22 11:08:00,Delivered,1,0,,0
CAM00084,L00084,Database Modernization,2026-01-22 16:00:00,2026-01-22 16:00:00,Delivered,0,0,,0
CAM00085,L00085,Data Engineering,2026-01-22 21:00:00,2026-01-22 21:04:00,Delivered,0,0,,0
CAM00086,L00086,IT Consulting,2026-01-23 02:00:00,2026-01-23 02:04:00,Delivered,0,0,,0
CAM00087,L00087,IT Consulting,2026-01-23 07:00:00,2026-01-23 07:14:00,Delivered,0,0,,0
CAM00088,L00088,Database Modernization,2026-01-23 12:00:00,2026-01-23 12:14:00,Delivered,0,0,,0
CAM00089,L00089,Database Modernization,2026-01-23 17:00:00,2026-01-23 17:12:00,Delivered,1,0,,0
CAM00090,L00090,IT Consulting,2026-01-23 22:00:00,2026-01-23 22:05:00,Delivered,0,0,,0
CAM00091,L00091,IT Consulting,2026-01-24 03:00:00,2026-01-24 03:07:00,Delivered,0,0,,0
CAM00092,L00092,Oracle Services,2026-01-24 08:00:00,2026-01-24 08:07:00,Delivered,1,0,,0
CAM00093,L00093,Data Engineering,2026-01-24 13:00:00,2026-01-24 13:12:00,Delivered,1,0,,0
CAM00094,L00094,Data Engineering,2026-01-24 18:00:00,2026-01-24 18:11:00,Delivered,0,0,,0
CAM00095,L00095,Oracle Services,2026-01-24 23:00:00,2026-01-24 23:13:00,Delivered,0,0,,0
CAM00096,L00096,IT Consulting,2026-01-25 04:00:00,2026-01-25 04:08:00,Delivered,0,0,,0
CAM00097,L00097,Database Modernization,2026-01-25 09:00:00,2026-01-25 09:13:00,Delivered,1,1,2026-01-28 10:13:00,0
CAM00098,L00098,Data Engineering,2026-01-25 14:00:00,2026-01-25 14:11:00,Delivered,0,0,,0
CAM00099,L00099,Database Modernization,2026-01-25 19:00:00,2026-01-25 19:11:00,Delivered,1,0,,0
CAM00100,L00100,Data Engineering,2026-01-26 00:00:00,2026-01-26 00:09:00,Bounced,0,0,,0
CAM00101,L00101,IT Consulting,2026-01-26 05:00:00,2026-01-26 05:05:00,Delivered,0,0,,0
CAM00102,L00102,Database Modernization,2026-01-26 10:00:00,2026-01-26 10:09:00,Delivered,0,0,,0
CAM00103,L00103,Database Modernization,2026-01-26 15:00:00,2026-01-26 15:05:00,Delivered,0,0,,0
CAM00104,L00104,IT Consulting,2026-01-26 20:00:00,2026-01-26 20:09:00,Delivered,0,0,,0
CAM00105,L00105,IT Consulting,2026-01-27 01:00:00,2026-01-27 01:03:00,Delivered,0,0,,0
CAM00106,L00106,IT Consulting,2026-01-27 06:00:00,2026-01-27 06:11:00,Delivered,1,0,,0
CAM00107,L00107,IT Consulting,2026-01-27 11:00:00,2026-01-27 11:08:00,Delivered,1,0,,0
CAM00108,L00108,Data Engineering,2026-01-27 16:00:00,2026-01-27 16:10:00,Delivered,0,0,,0
CAM00109,L00109,IT Consulting,2026-01-27 21:00:00,2026-01-27 21:03:00,Delivered,0,0,,0
CAM00110,L00110,IT Consulting,2026-01-28 02:00:00,2026-01-28 02:11:00,Delivered,1,0,,0
CAM00111,L00111,Oracle Services,2026-01-28 07:00:00,2026-01-28 07:12:00,Failed,0,0,,0
CAM00112,L00112,Data Engineering,2026-01-28 12:00:00,2026-01-28 12:02:00,Delivered,1,0,,0
CAM00113,L00113,Oracle Services,2026-01-28 17:00:00,2026-01-28 17:05:00,Delivered,1,1,2026-01-29 18:05:00,1
CAM00114,L00114,Data Engineering,2026-01-28 22:00:00,2026-01-28 22:10:00,Delivered,0,0,,0
CAM00115,L00115,Database Modernization,2026-01-29 03:00:00,2026-01-29 03:13:00,Delivered,1,0,,0
CAM00116,L00116,Database Modernization,2026-01-29 08:00:00,2026-01-29 08:11:00,Delivered,1,0,,0
CAM00117,L00117,IT Consulting,2026-01-29 13:00:00,2026-01-29 13:07:00,Delivered,0,0,,0
CAM00118,L00118,Data Engineering,2026-01-29 18:00:00,2026-01-29 18:04:00,Delivered,0,0,,0
CAM00119,L00119,Data Engineering,2026-01-29 23:00:00,2026-01-29 23:13:00,Delivered,1,0,,0
CAM00120,L00120,IT Consulting,2026-01-30 04:00:00,2026-01-30 04:13:00,Delivered,1,0,,0
CAM00121,L00121,Oracle Services,2026-01-30 09:00:00,2026-01-30 09:13:00,Delivered,1,0,,0
CAM00122,L00122,Data Engineering,2026-01-30 14:00:00,2026-01-30 14:04:00,Bounced,0,0,,0
CAM00123,L00123,Oracle Services,2026-01-30 19:00:00,2026-01-30 19:06:00,Delivered,1,0,,0
CAM00124,L00124,Oracle Services,2026-01-31 00:00:00,2026-01-31 00:03:00,Delivered,1,1,2026-02-03 16:03:00,0
CAM00125,L00125,Oracle Services,2026-01-31 05:00:00,2026-01-31 05:14:00,Delivered,1,0,,0
CAM00126,L00126,Data Engineering,2026-01-31 10:00:00,2026-01-31 10:13:00,Bounced,0,0,,0
CAM00127,L00127,Data Engineering,2026-01-31 15:00:00,2026-01-31 15:02:00,Delivered,1,0,,0
CAM00128,L00128,IT Consulting,2026-01-31 20:00:00,2026-01-31 20:03:00,Delivered,0,0,,0
CAM00129,L00129,Database Modernization,2026-02-01 01:00:00,2026-02-01 01:08:00,Delivered,1,1,2026-02-01 15:08:00,1
CAM00130,L00130,IT Consulting,2026-02-01 06:00:00,2026-02-01 06:06:00,Delivered,1,0,,0
CAM00131,L00131,Database Modernization,2026-02-01 11:00:00,2026-02-01 11:06:00,Delivered,0,0,,0
CAM00132,L00132,Oracle Services,2026-02-01 16:00:00,2026-02-01 16:05:00,Delivered,1,0,,0
CAM00133,L00133,Oracle Services,2026-02-01 21:00:00,2026-02-01 21:10:00,Delivered,0,0,,0
CAM00134,L00134,Oracle Services,2026-02-02 02:00:00,2026-02-02 02:13:00,Delivered,0,0,,0
CAM00135,L00135,Database Modernization,2026-02-02 07:00:00,2026-02-02 07:13:00,Delivered,0,0,,0
CAM00136,L00136,Database Modernization,2026-02-02 12:00:00,2026-02-02 12:06:00,Delivered,1,0,,0
CAM00137,L00137,IT Consulting,2026-02-02 17:00:00,2026-02-02 17:12:00,Delivered,0,0,,0
CAM00138,L00138,Oracle Services,2026-02-02 22:00:00,2026-02-02 22:10:00,Delivered,0,0,,0
CAM00139,L00139,Database Modernization,2026-02-03 03:00:00,2026-02-03 03:02:00,Delivered,1,0,,0
CAM00140,L00140,IT Consulting,2026-02-03 08:00:00,2026-02-03 08:11:00,Delivered,1,0,,0
CAM00141,L00141,Oracle Services,2026-02-03 13:00:00,2026-02-03 13:05:00,Delivered,1,0,,0
CAM00142,L00142,Database Modernization,2026-02-03 18:00:00,2026-02-03 18:09:00,Bounced,0,0,,0
CAM00143,L00143,Oracle Services,2026-02-03 23:00:00,2026-02-03 23:10:00,Delivered,1,0,,0
CAM00144,L00144,Data Engineering,2026-02-04 04:00:00,2026-02-04 04:14:00,Delivered,1,1,2026-02-04 23:14:00,1
CAM00145,L00145,IT Consulting,2026-02-04 09:00:00,2026-02-04 09:14:00,Delivered,0,0,,0
CAM00146,L00146,Oracle Services,2026-02-04 14:00:00,2026-02-04 14:12:00,Delivered,0,0,,0
CAM00147,L00147,Database Modernization,2026-02-04 19:00:00,2026-02-04 19:07:00,Delivered,1,0,,0
CAM00148,L00148,Database Modernization,2026-02-05 00:00:00,2026-02-05 00:06:00,Delivered,1,1,2026-02-05 06:06:00,1
CAM00149,L00149,IT Consulting,2026-02-05 05:00:00,2026-02-05 05:06:00,Delivered,1,1,2026-02-05 08:06:00,1
CAM00150,L00150,IT Consulting,2026-02-05 10:00:00,2026-02-05 10:14:00,Delivered,0,0,,0
CAM00151,L00151,Oracle Services,2026-02-05 15:00:00,2026-02-05 15:03:00,Delivered,1,0,,0
CAM00152,L00152,Database Modernization,2026-02-05 20:00:00,2026-02-05 20:07:00,Delivered,0,0,,0
CAM00153,L00153,IT Consulting,2026-02-06 01:00:00,2026-02-06 01:10:00,Delivered,1,0,,0
CAM00154,L00154,Oracle Services,2026-02-06 06:00:00,2026-02-06 06:00:00,Bounced,0,0,,0
CAM00155,L00155,IT Consulting,2026-02-06 11:00:00,2026-02-06 11:09:00,Delivered,1,0,,0
CAM00156,L00156,Oracle Services,2026-02-06 16:00:00,2026-02-06 16:03:00,Delivered,1,1,2026-02-11 14:03:00,0
CAM00157,L00157,Data Engineering,2026-02-06 21:00:00,2026-02-06 21:04:00,Delivered,0,0,,0
CAM00158,L00158,IT Consulting,2026-02-07 02:00:00,2026-02-07 02:09:00,Delivered,0,0,,0
CAM00159,L00159,Data Engineering,2026-02-07 07:00:00,2026-02-07 07:00:00,Delivered,1,0,,0
CAM00160,L00160,IT Consulting,2026-02-07 12:00:00,2026-02-07 12:02:00,Delivered,0,0,,0
CAM00161,L00161,Data Engineering,2026-02-07 17:00:00,2026-02-07 17:06:00,Delivered,1,0,,0
CAM00162,L00162,Oracle Services,2026-02-07 22:00:00,2026-02-07 22:08:00,Delivered,0,0,,0
CAM00163,L00163,Data Engineering,2026-02-08 03:00:00,2026-02-08 03:01:00,Delivered,1,0,,0
CAM00164,L00164,Data Engineering,2026-02-08 08:00:00,2026-02-08 08:05:00,Delivered,0,0,,0
CAM00165,L00165,Database Modernization,2026-02-08 13:00:00,2026-02-08 13:04:00,Delivered,1,0,,0
CAM00166,L00166,Oracle Services,2026-02-08 18:00:00,2026-02-08 18:08:00,Delivered,0,0,,0
CAM00167,L00167,Data Engineering,2026-02-08 23:00:00,2026-02-08 23:04:00,Delivered,0,0,,0
CAM00168,L00168,Data Engineering,2026-02-09 04:00:00,2026-02-09 04:00:00,Delivered,0,0,,0
CAM00169,L00169,IT Consulting,2026-02-09 09:00:00,2026-02-09 09:07:00,Delivered,0,0,,0
CAM00170,L00170,Oracle Services,2026-02-09 14:00:00,2026-02-09 14:12:00,Delivered,1,0,,0
CAM00171,L00171,Data Engineering,2026-02-09 19:00:00,2026-02-09 19:08:00,Delivered,0,0,,0
CAM00172,L00172,IT Consulting,2026-02-10 00:00:00,2026-02-10 00:05:00,Delivered,1,0,,0
CAM00173,L00173,IT Consulting,2026-02-10 05:00:00,2026-02-10 05:07:00,Delivered,0,0,,0
CAM00174,L00174,IT Consulting,2026-02-10 10:00:00,2026-02-10 10:02:00,Delivered,1,0,,0
CAM00175,L00175,Oracle Services,2026-02-10 15:00:00,2026-02-10 15:03:00,Delivered,1,0,,0
CAM00176,L00176,Oracle Services,2026-02-10 20:00:00,2026-02-10 20:06:00,Failed,0,0,,0
CAM00177,L00177,Data Engineering,2026-02-11 01:00:00,2026-02-11 01:08:00,Delivered,1,0,,0
CAM00178,L00178,Database Modernization,2026-02-11 06:00:00,2026-02-11 06:07:00,Delivered,0,0,,0
CAM00179,L00179,Oracle Services,2026-02-11 11:00:00,2026-02-11 11:14:00,Delivered,1,0,,0
CAM00180,L00180,Oracle Services,2026-02-11 16:00:00,2026-02-11 16:09:00,Delivered,0,0,,0
CAM00181,L00181,Oracle Services,2026-02-11 21:00:00,2026-02-11 21:00:00,Delivered,0,0,,0
CAM00182,L00182,Database Modernization,2026-02-12 02:00:00,2026-02-12 02:07:00,Delivered,0,0,,0
CAM00183,L00183,Data Engineering,2026-02-12 07:00:00,2026-02-12 07:08:00,Delivered,1,0,,0
CAM00184,L00184,Oracle Services,2026-02-12 12:00:00,2026-02-12 12:00:00,Failed,0,0,,0
CAM00185,L00185,Oracle Services,2026-02-12 17:00:00,2026-02-12 17:05:00,Delivered,1,1,2026-02-15 18:05:00,1
CAM00186,L00186,Database Modernization,2026-02-12 22:00:00,2026-02-12 22:13:00,Failed,0,0,,0
CAM00187,L00187,IT Consulting,2026-02-13 03:00:00,2026-02-13 03:05:00,Delivered,0,0,,0
CAM00188,L00188,IT Consulting,2026-02-13 08:00:00,2026-02-13 08:06:00,Delivered,1,0,,0
CAM00189,L00189,Database Modernization,2026-02-13 13:00:00,2026-02-13 13:03:00,Delivered,1,0,,0
CAM00190,L00190,Oracle Services,2026-02-13 18:00:00,2026-02-13 18:01:00,Delivered,1,0,,0
CAM00191,L00191,Oracle Services,2026-02-13 23:00:00,2026-02-13 23:04:00,Delivered,0,0,,0
CAM00192,L00192,IT Consulting,2026-02-14 04:00:00,2026-02-14 04:11:00,Delivered,1,1,2026-02-16 03:11:00,0
CAM00193,L00193,Database Modernization,2026-02-14 09:00:00,2026-02-14 09:14:00,Delivered,1,0,,0
CAM00194,L00194,Oracle Services,2026-02-14 14:00:00,2026-02-14 14:09:00,Delivered,1,0,,0
CAM00195,L00195,IT Consulting,2026-02-14 19:00:00,2026-02-14 19:12:00,Delivered,1,0,,0
CAM00196,L00196,Data Engineering,2026-02-15 00:00:00,2026-02-15 00:09:00,Delivered,0,0,,0
CAM00197,L00197,Database Modernization,2026-02-15 05:00:00,2026-02-15 05:09:00,Delivered,1,1,2026-02-15 22:09:00,0
CAM00198,L00198,Database Modernization,2026-02-15 10:00:00,2026-02-15 10:06:00,Delivered,0,0,,0
CAM00199,L00199,Oracle Services,2026-02-15 15:00:00,2026-02-15 15:00:00,Delivered,0,0,,0
CAM00200,L00200,IT Consulting,2026-02-15 20:00:00,2026-02-15 20:06:00,Delivered,0,0,,0
CAM00201,L00201,IT Consulting,2026-02-16 01:00:00,2026-02-16 01:12:00,Delivered,0,0,,0
CAM00202,L00202,Oracle Services,2026-02-16 06:00:00,2026-02-16 06:08:00,Bounced,0,0,,0
CAM00203,L00203,Data Engineering,2026-02-16 11:00:00,2026-02-16 11:11:00,Delivered,1,0,,0
CAM00204,L00204,Oracle Services,2026-02-16 16:00:00,2026-02-16 16:00:00,Delivered,0,0,,0
CAM00205,L00205,Database Modernization,2026-02-16 21:00:00,2026-02-16 21:03:00,Delivered,0,0,,0
CAM00206,L00206,Data Engineering,2026-02-17 02:00:00,2026-02-17 02:04:00,Delivered,0,0,,0
CAM00207,L00207,Oracle Services,2026-02-17 07:00:00,2026-02-17 07:05:00,Delivered,0,0,,0
CAM00208,L00208,Data Engineering,2026-02-17 12:00:00,2026-02-17 12:14:00,Delivered,1,0,,0
CAM00209,L00209,Oracle Services,2026-02-17 17:00:00,2026-02-17 17:06:00,Delivered,1,0,,0
CAM00210,L00210,Data Engineering,2026-02-17 22:00:00,2026-02-17 22:09:00,Delivered,1,0,,0
CAM00211,L00211,Database Modernization,2026-02-18 03:00:00,2026-02-18 03:09:00,Bounced,0,0,,0
CAM00212,L00212,Oracle Services,2026-02-18 08:00:00,2026-02-18 08:06:00,Delivered,1,0,,0
CAM00213,L00213,IT Consulting,2026-02-18 13:00:00,2026-02-18 13:14:00,Delivered,1,0,,0
CAM00214,L00214,Database Modernization,2026-02-18 18:00:00,2026-02-18 18:03:00,Delivered,0,0,,0
CAM00215,L00215,IT Consulting,2026-02-18 23:00:00,2026-02-18 23:00:00,Delivered,0,0,,0
CAM00216,L00216,IT Consulting,2026-02-19 04:00:00,2026-02-19 04:11:00,Delivered,0,0,,0
CAM00217,L00217,Oracle Services,2026-02-19 09:00:00,2026-02-19 09:09:00,Failed,0,0,,0
CAM00218,L00218,Data Engineering,2026-02-19 14:00:00,2026-02-19 14:03:00,Failed,0,0,,0
CAM00219,L00219,Database Modernization,2026-02-19 19:00:00,2026-02-19 19:13:00,Delivered,1,0,,0
CAM00220,L00220,Data Engineering,2026-02-20 00:00:00,2026-02-20 00:02:00,Delivered,0,0,,0
CAM00221,L00221,Data Engineering,2026-02-20 05:00:00,2026-02-20 05:03:00,Bounced,0,0,,0
CAM00222,L00222,Database Modernization,2026-02-20 10:00:00,2026-02-20 10:02:00,Delivered,0,0,,0
CAM00223,L00223,Data Engineering,2026-02-20 15:00:00,2026-02-20 15:02:00,Delivered,0,0,,0
CAM00224,L00224,Database Modernization,2026-02-20 20:00:00,2026-02-20 20:10:00,Delivered,0,0,,0
CAM00225,L00225,IT Consulting,2026-02-21 01:00:00,2026-02-21 01:10:00,Delivered,0,0,,0
CAM00226,L00226,IT Consulting,2026-02-21 06:00:00,2026-02-21 06:09:00,Delivered,0,0,,0
CAM00227,L00227,Oracle Services,2026-02-21 11:00:00,2026-02-21 11:12:00,Failed,0,0,,0
CAM00228,L00228,Data Engineering,2026-02-21 16:00:00,2026-02-21 16:01:00,Delivered,1,0,,0
CAM00229,L00229,IT Consulting,2026-02-21 21:00:00,2026-02-21 21:09:00,Delivered,1,0,,0
CAM00230,L00230,Oracle Services,2026-02-22 02:00:00,2026-02-22 02:01:00,Delivered,1,0,,0
CAM00231,L00231,Data Engineering,2026-02-22 07:00:00,2026-02-22 07:14:00,Delivered,0,0,,0
CAM00232,L00232,IT Consulting,2026-02-22 12:00:00,2026-02-22 12:09:00,Delivered,0,0,,0
CAM00233,L00233,Oracle Services,2026-02-22 17:00:00,2026-02-22 17:11:00,Delivered,1,1,2026-02-23 07:11:00,1
CAM00234,L00234,Data Engineering,2026-02-22 22:00:00,2026-02-22 22:08:00,Delivered,1,0,,0
CAM00235,L00235,IT Consulting,2026-02-23 03:00:00,2026-02-23 03:05:00,Delivered,0,0,,0
CAM00236,L00236,Database Modernization,2026-02-23 08:00:00,2026-02-23 08:10:00,Delivered,1,0,,0
CAM00237,L00237,Oracle Services,2026-02-23 13:00:00,2026-02-23 13:12:00,Delivered,0,0,,0
CAM00238,L00238,Database Modernization,2026-02-23 18:00:00,2026-02-23 18:02:00,Delivered,1,0,,0
CAM00239,L00239,Database Modernization,2026-02-23 23:00:00,2026-02-23 23:13:00,Delivered,1,0,,0
CAM00240,L00240,Data Engineering,2026-02-24 04:00:00,2026-02-24 04:10:00,Bounced,0,0,,0
CAM00241,L00241,Database Modernization,2026-02-24 09:00:00,2026-02-24 09:01:00,Delivered,1,0,,0
CAM00242,L00242,Database Modernization,2026-02-24 14:00:00,2026-02-24 14:14:00,Delivered,1,1,2026-02-26 13:14:00,1
CAM00243,L00243,IT Consulting,2026-02-24 19:00:00,2026-02-24 19:02:00,Delivered,1,0,,0
CAM00244,L00244,Data Engineering,2026-02-25 00:00:00,2026-02-25 00:09:00,Delivered,1,0,,0
CAM00245,L00245,IT Consulting,2026-02-25 05:00:00,2026-02-25 05:01:00,Delivered,1,0,,0
CAM00246,L00246,Data Engineering,2026-02-25 10:00:00,2026-02-25 10:02:00,Delivered,0,0,,0
CAM00247,L00247,IT Consulting,2026-02-25 15:00:00,2026-02-25 15:09:00,Delivered,1,0,,0
CAM00248,L00248,Oracle Services,2026-02-25 20:00:00,2026-02-25 20:10:00,Delivered,1,0,,0
CAM00249,L00249,IT Consulting,2026-02-26 01:00:00,2026-02-26 01:10:00,Delivered,1,0,,0
