Temperature_C,Heat_Flow_W_g
172.4916388,0.065080093
173.2441472,0.059650801
173.9966555,0.054309951
174.7491639,0.049143594
175.5016722,0.044219574
176.2541806,0.03958718
177.006689,0.035277829
177.7591973,0.031306587
178.5117057,0.027674306
179.264214,0.024370151
180.0167224,0.021374291
180.7692308,0.018660565
181.5217391,0.016198958
182.2742475,0.013957781
183.0267559,0.011905479
183.7792642,0.010012043
184.5317726,0.008250022
185.2842809,0.00659518
186.0367893,0.005026827
186.7892977,0.003527902
187.541806,0.002084847
188.2943144,0.000687357
189.0468227,-0.000671968
189.7993311,-0.001998014
190.5518395,-0.003293545
191.3043478,-0.004559595
192.0568562,-0.005795815
192.8093645,-0.007000792
193.5618729,-0.008172315
194.3143813,-0.009307603
195.0668896,-0.010403495
195.819398,-0.011456595
196.5719064,-0.012463395
197.3244147,-0.013420369
198.0769231,-0.014324047
198.8294314,-0.015171069
199.5819398,-0.015958232
200.3344482,-0.016682524
201.0869565,-0.017341149
201.8394649,-0.017931553
202.5919732,-0.018451433
203.3444816,-0.01889876
204.09699,-0.019271783
204.8494983,-0.019569039
205.6020067,-0.019789363
206.3545151,-0.019931891
207.1070234,-0.019996062
207.8595318,-0.019981625
208.6120401,-0.019888638
209.3645485,-0.019717465
210.1170569,-0.019468781
210.8695652,-0.019143562
211.6220736,-0.018743087
212.3745819,-0.01826893
213.1270903,-0.017722956
213.8795987,-0.01710731
214.632107,-0.016424414
215.3846154,-0.015676951
216.1371237,-0.014867859
216.8896321,-0.01400032
217.6421405,-0.013077744
218.3946488,-0.012103758
219.1471572,-0.01108219
219.8996656,-0.010017056
220.6521739,-0.008912544
221.4046823,-0.007772996
222.1571906,-0.006602891
222.909699,-0.005406829
223.6622074,-0.004189512
224.4147157,-0.002955726
225.1672241,-0.00171032
225.9197324,-0.000458191
226.6722408,0.000795739
227.4247492,0.002046542
228.1772575,0.003289299
228.9297659,0.004519125
229.6822742,0.005731186
230.4347826,0.006920717
231.187291,0.008083042
231.9397993,0.009213591
232.6923077,0.010307921
233.4448161,0.011361728
234.1973244,0.012370871
234.9498328,0.013331383
235.7023411,0.014239487
236.4548495,0.015091613
237.2073579,0.015884413
237.9598662,0.016614769
238.7123746,0.01727981
239.4648829,0.017876922
240.2173913,0.018403757
240.9698997,0.018858244
241.722408,0.019238597
242.4749164,0.019543321
243.2274247,0.019771217
243.9799331,0.01992139
244.7324415,0.01999325
245.4849498,0.019986513
246.2374582,0.019901206
246.9899666,0.019737666
247.7424749,0.019496533
248.4949833,0.019178758
249.2474916,0.018785588
250,0.018318569
