Temperature_C,Storage_Modulus_MPa,Tan_Delta
92.46987952,1108.315264,0.321987775
93.17269076,1093.008322,0.340422765
93.87550201,1076.606587,0.359330945
94.57831325,1059.079943,0.378554628
95.2811245,1040.406096,0.397918097
95.98393574,1020.572038,0.417229828
96.68674699,999.5754891,0.436285297
97.38955823,977.4262663,0.454870329
98.09236948,954.1475141,0.472764915
98.79518072,929.7767238,0.489747419
99.49799197,904.3664662,0.505599063
100.2008032,877.9847707,0.520108556
100.9036145,850.7150864,0.533076757
101.6064257,822.6557797,0.544321199
102.3092369,793.9191411,0.553680357
103.0120482,764.6298995,0.561017501
103.7148594,734.9232697,0.566224024
104.4176707,704.9425877,0.56922211
105.1204819,674.8366163,0.569966674
105.8232932,644.756624,0.568446488
106.5261044,614.8533585,0.564684462
107.2289157,585.274042,0.558737073
107.9317269,556.1595151,0.550692951
108.6345382,527.6416443,0.540670682
109.3373494,499.8410913,0.528815899
110.0401606,472.8655153,0.515297767
110.7429719,446.8082552,0.500304965
111.4457831,421.7475057,0.48404132
112.1485944,397.7459782,0.466721216
112.8514056,374.8510117,0.448564928
113.5542169,353.0950798,0.429794029
114.2570281,332.4966308,0.410626982
114.9598394,313.061187,0.391275063
115.6626506,294.7826306,0.371938688
116.3654618,277.6446057,0.352804251
117.0682731,261.6219733,0.334041507
117.7710843,246.6822638,0.315801558
118.4738956,232.7870811,0.298215445
119.1767068,219.8934262,0.281393331
119.8795181,207.9549131,0.265424267
120.5823293,196.9228628,0.250376474
121.2851406,186.7472659,0.236298103
121.9879518,177.3776142,0.22321839
122.6907631,168.7636023,0.211149142
123.3935743,160.8557075,0.200086467
124.0963855,153.6056571,0.190012686
124.7991968,146.966794,0.180898332
125.502008,140.8943518,0.172704185
126.2048193,135.3456516,0.165383278
126.9076305,130.2802325,0.158882812
127.6104418,125.6599245,0.153145954
128.313253,121.4488757,0.148113469
129.0160643,117.6135418,0.143725173
129.7188755,114.1226453,0.139921196
130.4216867,110.9471115,0.136643033
131.124498,108.0599879,0.133834408
131.8273092,105.4363499,0.131441942
132.5301205,103.0531992,0.129415643
133.2329317,100.8893567,0.127709234
133.935743,98.92535303,0.126280346
134.6385542,97.14331898,0.125090576
135.3413655,95.52687746,0.124105455
136.0441767,94.06103822,0.123294328
136.746988,92.73209631,0.122630167
137.4497992,91.52753498,0.122089349
138.1526104,90.43593337,0.12165139
138.8554217,89.44687948,0.121298671
139.5582329,88.55088826,0.121016155
140.2610442,87.73932509,0.120791101
140.9638554,87.0043344,0.120612794
141.6666667,86.33877344,0.12047229
142.3694779,85.73615086,0.120362171
143.0722892,85.19057005,0.120276331
143.7751004,84.69667683,0.120209776
144.4779116,84.2496114,0.120158451
145.1807229,83.84496417,0.120119081
145.8835341,83.47873528,0.120089044
146.5863454,83.14729754,0.120066248
147.2891566,82.84736249,0.120049041
147.9919679,82.57594951,0.12003612
148.6947791,82.33035748,0.12002647
149.3975904,82.10813907,0.120019301
150.1004016,81.90707723,0.120014002
150.8032129,81.72516387,0.120010107
151.5060241,81.56058036,0.120007259
152.2088353,81.41167989,0.120005187
152.9116466,81.27697141,0.120003688
153.6144578,81.15510499,0.120002609
154.3172691,81.04485862,0.120001836
155.0200803,80.94512618,0.120001286
155.7228916,80.85490647,0.120000896
156.4257028,80.77329339,0.120000621
157.1285141,80.6994669,0.120000429
157.8313253,80.63268493,0.120000294
158.5341365,80.57227595,0.120000201
159.2369478,80.51763236,0.120000137
159.939759,80.46820436,0.120000092
160.6425703,80.4234945,0.120000062
161.3453815,80.38305272,0.120000042
162.0481928,80.34647183,0.120000028
162.751004,80.31338344,0.120000018
163.4538153,80.28345428,0.120000012
164.1566265,80.25638284,0.120000008
164.8594378,80.23189637,0.120000005
165.562249,80.20974813,0.120000003
166.2650602,80.18971492,0.120000002
166.9678715,80.17159483,0.120000001
167.6706827,80.1552052,0.120000001
168.373494,80.14038082,0.120000001
169.0763052,80.12697223,0.12
169.7791165,80.11484426,0.12
170.4819277,80.1038746,0.12
171.184739,80.09395267,0.12
171.8875502,80.08497839,0.12
172.5903614,80.07686127,0.12
173.2931727,80.06951946,0.12
173.9959839,80.0628789,0.12
174.6987952,80.05687262,0.12
175.4016064,80.05144004,0.12
176.1044177,80.04652638,0.12
176.8072289,80.04208206,0.12
177.5100402,80.03806226,0.12
178.2128514,80.03442643,0.12
178.9156627,80.0311379,0.12
179.6184739,80.0281635,0.12
180.3212851,80.02547321,0.12
181.0240964,80.02303991,0.12
181.7269076,80.02083904,0.12
182.4297189,80.0188484,0.12
183.1325301,80.01704791,0.12
183.8353414,80.01541942,0.12
184.5381526,80.01394648,0.12
185.2409639,80.01261425,0.12
185.9437751,80.01140927,0.12
186.6465863,80.0103194,0.12
187.3493976,80.00933364,0.12
188.0522088,80.00844204,0.12
188.7550201,80.00763561,0.12
189.4578313,80.00690622,0.12
190.1606426,80.0062465,0.12
190.8634538,80.0056498,0.12
191.5662651,80.0051101,0.12
192.2690763,80.00462195,0.12
192.9718876,80.00418044,0.12
193.6746988,80.0037811,0.12
194.37751,80.00341991,0.12
195.0803213,80.00309322,0.12
195.7831325,80.00279774,0.12
196.4859438,80.00253048,0.12
197.188755,80.00228876,0.12
197.8915663,80.00207012,0.12
198.5943775,80.00187237,0.12
199.2971888,80.00169351,0.12
200,80.00153174,0.12
