Shear_Rate_1_s,Viscosity_Pa_s
0.9221978823334327,106.16946452948945
0.9547716114208056,105.35745439849408
0.9884959046625583,104.5368426464154
1.0234114021054532,103.70777434601216
1.059560179277616,102.8704033644415
1.0969857978923836,102.0248923480717
1.135733358343105,101.17141268980784
1.1758495540521563,100.31014447853114
1.2173827277396614,99.44127643030515
1.2603829296797273,98.56500580105936
1.3049019780144022,97.68153828052003
1.3509935211980264,96.79108786722198
1.398713102647238,95.89387672449939
1.4481182276745337,94.99013501742394
1.4992684327860455,94.08010073072694
1.5522253574270473,93.16401946781606
1.6070528182616384,92.24214423107027
1.6638168860761282,91.31473518367098
1.7225859653987865,90.38205939330379
1.7834308769319094,89.44439055813953
1.8464249428955435,88.5020087155792
1.9116440753857018,87.55519993432198
1.9791668678535563,86.60425599038814
2.049074689815847,85.64947402780065
2.12145178491063,84.69115620469826
2.196385372416546,83.7296093257199
2.2739657523579275,82.76514446156355
2.3542864143224165,81.79807655668246
2.4374441501222206,80.8287240261386
2.523539170434766,79.8574083426836
2.612675225563328,78.88445361518521
2.704959730463134,77.91018615955929
2.800503894183631,76.93493406340276
2.899422853882877,75.95902674555502
3.001835813575589,74.98279451183882
3.107866187782012,74.0065681082519
3.2176417502507353,73.0306782728917
3.3312947879346733,72.05545528790316
3.448962260405758,71.0812285327381
3.5707859649004625,70.10832604000956
3.6969127071950263,69.13707405521058
3.827494478516311,68.16779660154867
3.9626886387014784,67.20081505112164
4.102658105827192,66.23644770362975
4.247571552536899,65.27500937378232
4.397603609302719,64.31681098851541
4.552935074866948,63.36215919508916
4.713753134116724,62.41135598108269
4.880251583654431,61.464698307247396
5.05263106533568,60.52247775411965
5.231099308056261,59.58498018323035
5.415871378079471,58.65248541368196
5.607169938205458,57.725266914793735
5.8052255160948985,56.8035915154454
6.010276782070382,55.88771913067485
6.222570836730228,54.97790250601239
6.44236350872137,54.074386979957495
6.669919663030122,53.17741026492954
6.9055135201623274,52.287202246948404
7.149428986597576,51.40398480422532
7.40195999691564,50.5279716447722
7.663410868007454,49.65936816306412
7.934096665797492,48.79837131571979
8.214343584919426,47.94516951609673
8.504489341802676,47.099942547631954
8.80488358164346,46.26286149569611
9.115888299750818,45.43408869766946
9.437878277775381,44.61377771089096
9.771241535346496,43.80207329807956
10.11637979766207,42.99911142977659
10.473708979594498,42.20501930331327
10.843659686896098,41.41991537776561
11.226677735108135,40.64390942432076
11.623224686798519,39.877102591446544
12.033778407775893,39.11958748422478
12.458833642950081,38.37144825718497
12.89890261253308,37.63276071995226
13.354515629298987,36.90359245500645
13.82622173764655,36.18400294683548
14.314589375234785,35.474043721755436
14.820207057988586,34.773758497664375
15.343684089300115,34.08318334299257
15.885651294280526,33.40234684411314
16.446761779946627,32.731270280480274
17.027691722258997,32.06996780676762
17.62914118095948,31.41844664128997
18.251834943190424,30.776707260001416
18.896523396912094,30.144743595378262
19.563983435170627,29.522543239510423
20.255019392306664,28.910087650743048
20.970464013232327,28.30735236323032
21.71117945694503,27.714307198784006
22.47805833548725,27.130916480422375
23.272024789604075,26.55713924704895
24.094035602395245,25.99292946871463
24.945081352303166,25.438236261943032
25.826187606826746,24.893004104624328
26.738416158399467,24.357173050009678
27.682866303920637,23.830678939365278
28.660676169482503,23.31345361287147
29.673024081888695,22.805425118380075
30.72112998861756,22.306517917669144
31.80625692794119,21.816653089861408
32.92971255097148,21.335748531698847
34.09285069746811,20.863719154391216
35.2970730273065,20.40047707678217
36.543830709572546,19.945931814600677
37.83462617131929,19.499990465589626
39.171014908092566,19.062557890326897
40.554607358408276,18.633536888575883
41.9870708444391,18.212828371024894
43.47013158125022,17.8003315262947
45.005576757004974,17.395943983113707
46.59525668664677,16.99956196757915
48.241087041653685,16.61108045544002
49.9450511585514,16.230393319355258
51.70920242896755,15.857393471095742
53.53566677410724,15.491972998674518
55.426645206631015,15.134023298403354
57.38441648302393,14.783435201886785
59.41133984965034,14.440099097977516
61.509857885804976,14.103905049727887
63.68249944718586,13.774742906382912
65.93188271333541,13.45250241046997
68.26071834272386,13.1370733000488
70.67181273927491,12.828345406193842
73.16807143427192,12.526208745787697
75.75250258771912,12.230553609711368
78.42822061337682,11.941270646522574
81.19844993184009,11.658250941718332
84.06652885618325,11.381386092682755
87.03591361485157,11.110568279424703
90.11018251665018,10.845690331213047
93.29304026284686,10.58664578922034
96.58832241158699,10.333328965287514
100.0,10.085634996924203
