Temperature_C,Mass_percent
194.17293233082705,92.19636349071752
195.86466165413532,92.17103974358324
197.5563909774436,92.14890671351412
199.24812030075188,92.12957622798804
200.93984962406012,92.1127035455116
202.6315789473684,92.09798339798463
204.32330827067668,92.08514615348476
206.01503759398497,92.07395417092926
207.70676691729324,92.06419839074312
209.3984962406015,92.0556951851916
211.09022556390977,92.04828347708194
212.78195488721803,92.04182212492668
214.4736842105263,92.03618756541216
216.1654135338346,92.0312716993162
217.8571428571429,92.0269800042252
219.54887218045116,92.02322985599484
221.2406015037594,92.01994904048708
222.9323308270677,92.01707443738928
224.62406015037595,92.01455085865388
226.31578947368425,92.01233002511356
228.00751879699249,92.01036966600634
229.69924812030075,92.00863272739606
231.39097744360905,92.00708667673253
233.08270676691728,92.00570289202402
234.77443609022555,92.00445612526038
236.46616541353384,92.0033240308135
238.1578947368421,92.00228675054636
239.8496240601504,92.0013265482749
241.54135338345864,92.00042748705268
243.2330827067669,91.99957514348772
244.9248120300752,91.99875635396052
246.61654135338344,91.99795898819472
248.30827067669173,91.99717174614564
250.0,91.99638397462272
251.69172932330827,91.99558550045312
253.38345864661653,91.99476647733376
255.0751879699248,91.99391724381238
256.76691729323306,91.99302819008707
258.4586466165414,91.99208963152668
260.1503759398496,91.99109168699074
261.8421052631579,91.99002416017458
263.5338345864661,91.98887642232258
265.22556390977445,91.98763729474508
266.91729323308266,91.98629492964352
268.609022556391,91.98483668779484
270.30075187969925,91.98324901167447
271.9924812030075,91.98151729260452
273.6842105263158,91.97962573050488
275.37593984962405,91.97755718479856
277.0676691729323,91.97529301497944
278.7593984962406,91.97281290929138
280.4511278195489,91.97009469989348
282.1428571428571,91.96711416279456
283.83458646616543,91.96384480073344
285.5263157894737,91.96025760705884
287.218045112782,91.95632080852243
288.90977443609023,91.95199958474232
290.6015037593985,91.9472557619192
292.2932330827068,91.94204747819616
293.98496240601503,91.93632881784
295.6766917293233,91.93004941119266
297.3684210526316,91.92315399709004
299.0601503759398,91.91558194417397
300.7518796992481,91.907266727231
302.4436090225564,91.89813535437918
304.1353383458647,91.88810774058749
305.82706766917295,91.87709602266
307.5187969924812,91.8650038104398
309.2105263157895,91.85172536859534
310.90225563909775,91.83714472294204
312.593984962406,91.82113468482883
314.2857142857143,91.8035557866886
315.97744360902254,91.78425512141588
317.6691729323308,91.76306507780605
319.3609022556391,91.7398019638736
321.05263157894734,91.71426450947872
322.7443609022556,91.6862322393428
324.436090225564,91.65546370724871
326.1278195488722,91.62169458202114
327.81954887218046,91.5846355757946
329.5112781954887,91.54397020514266
331.203007518797,91.49935237589696
332.89473684210526,91.45040378298702
334.5864661654135,91.39671111743915
336.2781954887218,91.3378230738596
337.96992481203006,91.27324715337907
339.6616541353383,91.20244625925348
341.3533834586466,91.12483508521431
343.04511278195486,91.03977630037916
344.7368421052632,90.94657653921382
346.42857142857144,90.8444822108638
348.1203007518797,90.73267514932355
349.812030075188,90.61026813460664
351.50375939849624,90.4763003255324
353.1954887218045,90.3297326571968
354.8872180451128,90.16944327087536
356.57894736842104,89.99422306124848
358.2706766917293,89.80277144564215
359.9624060150376,89.59369248259844
361.6541353383458,89.36549149260962
363.3458646616541,89.116572362242
365.0375939849624,88.84523574394795
366.7293233082707,88.54967839722481
368.42105263157896,88.22799395174818
370.1127819548872,87.87817540866165
371.8045112781955,87.49811973088755
373.49624060150376,87.08563490516488
375.187969924812,86.63844988496133
376.8796992481203,86.1542278412378
378.57142857142856,85.63058315336984
380.2631578947368,85.06510256080064
381.9548872180451,84.45537086208238
383.64661654135335,83.7990014863523
385.3383458646616,83.0936721674056
387.03007518796994,82.33716581719389
388.7218045112782,81.52741651963855
390.4135338345865,80.6625603447667
392.10526315789474,79.74099041776365
393.796992481203,78.76141537174288
395.4887218045113,77.72291997574578
397.18045112781954,76.62502637509964
398.8721804511278,75.4677540301398
400.56390977443607,74.25167611759801
402.25563909774434,72.97796989769407
403.9473684210526,71.6484583831245
405.63909774436087,70.26564060776616
407.3308270676692,68.83270791329765
409.0225563909775,67.35354397320828
410.7142857142857,65.83270676525596
412.406015037594,64.27539137821458
414.0977443609023,62.68737337048643
415.7894736842105,61.07493334115049
417.4812030075188,59.4447643653624
419.1729323308271,57.80386491063717
420.8646616541353,56.15942070860142
422.5563909774436,54.51867973268699
424.2481203007519,52.88882486374604
425.9398496240601,51.27684897187767
427.6315789473685,49.68943698984539
429.3233082706767,48.13285911598706
431.01503759398497,46.6128786038378
432.7067669172933,45.13467673440469
434.3984962406015,43.70279660095064
436.09022556390977,42.32110634508641
437.781954887218,40.99278154181413
439.4736842105263,39.72030560248416
441.16541353383457,38.5054863937015
442.8571428571428,37.3494867828363
444.5488721804511,36.252866523694976
446.24060150375936,35.215632779321204
447.9323308270677,34.23729662046675
449.624060150376,33.31693300757844
451.3157894736842,32.45324202710501
453.0075187969925,31.64460947559398
454.6992481203008,30.8891652364899
456.390977443609,30.184838248732238
458.0827067669173,29.52940720295419
459.7744360902256,28.92054640603504
461.4661654135338,28.35586651918825
463.1578947368421,27.83295009461558
464.8496240601504,27.34938201068584
466.5413533834586,26.902775037992534
468.2330827067669,26.49079086269206
469.9248120300752,26.111156954417485
471.61654135338347,25.76167969938055
473.3082706766917,25.44025423052077
475.0,25.144871380849995
476.69172932330827,24.873622168014773
478.3834586466165,24.62470019143307
480.0751879699248,24.3964022913518
481.76691729323306,24.187127784361248
483.4586466165413,23.995376554248782
485.1503759398496,23.819746242020628
486.84210526315786,23.65892874548513
488.5338345864661,23.51170620763836
490.2255639097745,23.37694664461661
491.9172932330827,23.25359933835984
493.609022556391,23.140690096393715
495.3007518796993,23.03731646119601
496.9924812030075,22.942642934312868
498.6842105263158,22.855896265522635
500.3759398496241,22.77636084468302
502.0676691729323,22.7033742232042
503.7593984962406,22.636322783132584
505.4511278195488,22.57463756438253
507.1428571428571,22.51779025451205
508.8345864661654,22.46528934041159
510.5263157894737,22.416676417197568
512.218045112782,22.37152264632338
513.9097744360902,22.3294253523168
515.6015037593985,22.29000474551376
517.2932330827068,22.252900756598933
518.984962406015,22.217769967613524
520.6766917293232,22.18428262329882
522.3684210526316,22.15211970617838
524.0601503759399,22.12097005862565
525.7518796992481,22.090527535321097
527.4436090225563,22.06048816999597
529.1353383458646,22.030547341230346
530.827067669173,22.0003969233862
532.5187969924812,21.9697224106004
534.2105263157895,21.938200004250984
535.9022556390978,21.90549365758964
537.593984962406,21.871252075471364
539.2857142857142,21.835105672521635
540.9774436090225,21.796663499892954
542.6691729323309,21.75551015924897
544.3609022556391,21.71120273306484
546.0526315789474,21.663267773056894
547.7443609022556,21.611198403857244
549.4360902255639,21.55445161721006
551.1278195488721,21.492445853197516
552.8195488721805,21.42455898940502
554.5112781954887,21.3501268864113
556.203007518797,21.26844266817394
557.8947368421052,21.17875694800957
559.5864661654135,21.08027924365149
561.2781954887218,20.97218085634294
562.9699248120301,20.85359951629252
564.6616541353384,20.72364611631759
566.3533834586466,20.581413862311617
568.0451127819549,20.425990157415114
569.7368421052631,20.256471499682423
571.4285714285714,20.071981603324712
573.1203007518797,19.8716928441464
574.812030075188,19.65485097461165
576.5037593984962,19.42080284969344
578.1954887218045,19.169026652145888
579.8872180451127,18.89916381214054
581.578947368421,18.611051496245192
583.2706766917294,18.304754218528466
584.9624060150376,17.980592835346183
586.6541353383459,17.6391689659197
588.3458646616541,17.281382777877205
590.0375939849624,16.908442133240317
591.7293233082706,16.521861338955944
593.421052631579,16.123448201935027
595.1127819548872,15.715278741063727
596.8045112781955,15.299659717218397
598.4962406015037,14.879080036934504
600.187969924812,14.456152973128455
601.8796992481202,14.033551923671068
603.5714285714286,13.61394299783276
605.2631578947369,13.199918006453862
606.9548872180451,12.793931395334218
608.6466165413534,12.398244307764111
610.3383458646616,12.014878339126795
612.0300751879699,11.645580735696395
613.7218045112782,11.291801891713911
615.4135338345865,10.95468511599038
617.1052631578947,10.635067860373129
618.796992481203,10.33349299123172
620.4887218045112,10.05022827544262
622.1804511278195,9.785292048578713
623.8721804511279,9.538483015474846
625.5639097744361,9.30941226610182
627.2556390977444,9.097535828950091
628.9473684210526,8.902186385602873
630.6390977443609,8.722603094510342
632.3308270676691,8.557958787929085
634.0225563909775,8.407384091613558
635.7142857142857,8.269988259098474
637.406015037594,8.1448767057825
639.0977443609022,8.031165372749115
640.7894736842105,7.927992150435017
642.4812030075187,7.834525654216012
644.172932330827,7.749971674961278
645.8646616541354,7.673577634834636
647.5563909774436,7.604635368688701
649.2481203007519,7.542482529952789
650.9398496240601,7.486502891542218
652.6315789473684,7.436125780553368
654.3233082706766,7.39082485295757
656.015037593985,7.350116382965858
657.7067669172932,7.313557212370906
659.3984962406015,7.280742478642717
661.0902255639097,7.251303217163738
662.781954887218,7.224903912777856
664.4736842105264,7.201240058668301
666.1654135338346,7.1800357662406284
667.8571428571429,7.161041457878255
669.5488721804511,7.144031664851122
671.2406015037594,7.128802944985718
672.9323308270676,7.115171928653561
674.624060150376,7.10297349694274
676.3157894736842,7.092059092304259
678.0075187969925,7.082295159305847
679.6992481203007,7.073561711206116
681.390977443609,7.065751016727219
683.0827067669172,7.0587664005360455
684.7744360902255,7.052521150432806
686.4661654135339,7.046937524012977
688.1578947368421,7.041945847541548
689.8496240601504,7.037483699905724
691.5413533834586,7.033495174747509
693.2330827067669,7.02993021418907
694.9248120300751,7.026744007922947
696.6165413533835,7.023896451826852
698.3082706766917,7.021351660662587
700.0,7.019077529819262
